直後,直後[ちょくご],immediately following,,,
直線,直線[ちょくせん],straight line,,,
直前,直前[ちょくぜん],just before,,,
直通,直通[ちょくつう],direct connection,,,
直流,直流[ちょくりゅう],direct current,,,
貯蔵,貯蔵[ちょぞう],"storage, preservation",,,
直角,直角[ちょっかく],right angle,,,
散らかす,散[ち]らかす,"to scatter around, to leave untidy",t,,
ついで,ついで,"opportunity, occasion",,,
～通,～通[～つう],counter for letters,,,
通ずる,通[つう]ずる,"to lead, to run, to open",,,
通知,通知[つうち],"notice, notification",,,
通帳,通帳[つうちょう],bankbook,,,
通用,通用[つうよう],"popular use, circulation",,,
～付,～付[～つき],with ~,,,
突き当たり,突[つきあ]き当たり,"end (e.g., of street)",,,
突き当たる,突[つきあ]き当たる,"to run into, to collide with",,,
～続く,～ 続[つづ]く,"follow, continue, go on",,,
突っ込む,突[つっこ]っ込む,"to plunge into, to stick into",,,
務める,務[つと]める,"to serve, to act",,,
努める,努[つと]める,"to try, to aim",,,
繋がり,繋[つな]がり,"connection, link, relationship",,,
粒,粒[つぶ],grain,,,
潰す,潰[つぶ]す,"to smash, to waste",,,
つまずく,つまずく,"to stumble, to trip",,,
詰まる,詰[つ]まる,"to be blocked, to be packed",,,
爪,爪[つめ],fingernail or toenail,,,
艶,艶[つや],"gloss, glaze",,,
～辛い,～ 辛[づら]い,hard to do ~,,,
吊る,吊[つ]る,"to hang, suspend",t,,
手洗い,手洗[てあら]い,"restroom, lavatory",,,
定価,定価[ていか],established price,,,
定休日,定休日[ていきゅうび],regular holiday,,,
停止,停止[ていし],"suspension, interruption, stoppage",,,
出入り,出入[でい]り,"in and out, coming and going",,,
出入口,出入口[でいりぐち],exit and entrance,,,
手入れ,手入[てい]れ,"repairs, maintenance",,,
テーマ,テーマ,"theme, project, topic (GER: Thema)",,,
～滴,～滴[～てき],drop,,,
出来上がり,出来上[できあ]がり,"be finished, ready",,,
的確,的確[てきかく],"precise, accurate",,適確,
凸凹,凸凹[でこぼこ],"unevenness, roughness, ruggedness",,,
手頃,手頃[てごろ],"moderate, handy",,,
弟子,弟子[でし],"pupil, disciple, apprentice",,,
手帳,手帳[てちょう],notebook,,,
テニスコート,テニスコート,tennis court,,,
手拭い,手拭[てぬぐ]い,(hand) towel,,,
手前,手前[てまえ],"before, this side",,,
出迎え,出迎[でむか]え,"meeting, reception",,,
照らす,照[て]らす,"to shine on, to illuminate",,,
照る,照[て]る,to shine,,,
～点,～点[～てん],counter for scores,,,
展開,展開[てんかい],"develop, expansion (opposite of compression)",,,
伝記,伝記[でんき],"biography, life story",,,
電球,電球[でんきゅう],light bulb,,,
点数,点数[てんすう],"marks, points, score",,,
電池,電池[でんち],battery,,,
点々,点々[てんてん],"here and there, little by little",,,
転々,転々[てんてん],from one to another,,,
電柱,電柱[でんちゅう],"telephone pole, telegraph pole, light pole",,,
ほんわか,ほんわか,wholesome,,,
もったいない,もったいない,wasteful; a waste,,,
 コツコツ,コツコツ,unflaggingly; steadily; untiringly; laboriously,,,
つながる,つながる,"to be tied together, connected to, linked to (I)",,,
先延ばし,先延[さきの]ばし,procrastination,,,
こだわる,こだわる,"<span class=""meaning-meaning"">to be obsessive about; to be fixated on</span><span>​, </span>t<span class=""meaning-meaning"">o fuss over; to be particular about</span><span>​</span>",i,,
"<span class=""hilite_1"" style="""">くぐる</span>",くぐる,"<span class=""meaning-meaning"">to go under; to pass under; to go through; to pass through<br></span>",i,,
営む,営[（いとな）]む,"to operate, to run (a business)",,,
提供する,提供[ていきょう]する,"offer, provide, sponsor",,,
存続する,存続[そんぞく]する,persist,,,
より良い,より 良[よ]い,better,,,
見放す,見放[みはな]す,"abandon, give up on",,,
円滑に,円滑[えんかつ]に,smoothly,,,
人権侵害,人権侵害[じんけんしんがい],human rights violations,,,
株主,株主[かぶぬし],shareholder(s),,,
子会社,子会社[こがいしゃ],subsidiary (company),,,
法人,法人[ほうじん],corporate body; corporation,,,
合名会社,合名会社[ごうめいがいしゃ],unlimited partnership company,,,
合資会社,合資会社[ごうしがいしゃ],limited partnership,,,
合同会社,合同会社[ごうどうがいしゃ],limited liability company (company structure for small businesses),,,
取締役会,取締役会[とりしまりやくかい],board of directors,,,
対価,対価[たいか],compensation (for something done); value/price of something,,,
不正行為,不正行為[ふせいこうい],an illegal act; misconduct,,,
見る目,見[みるめ]る目[みるめ],the looks/public opinions of others,,,
定着率,定着率[ていちゃくりつ],retention rate; stability,,,
新卒採用,新卒採用[しんそつさいよう],the act of employing new graduates,,,
多岐,多岐[たき],"digression, divergence",,,
従業員,従業員[じゅうぎょういん],employee,,,
倒産,倒産[とうさん],bankrupcy,,,
配慮,配慮[はいりょ],"consideration, concern, attention",,,
廃業,廃業[はいぎょう],"closing down (a business), discontinuation (of business)",,,
株式会社,株式会社[かぶしきがいしゃ],limited liability company (llc),,,
税理士,税理士[ぜいりし],licensed tax accountant,,,
行政書士,行政書士[ぎょうせいしょし],"licensed administrative scrivener (in East Asia), or administrative procedures legal specialist",,,
司法書士,司法書士[しほうしょし],"licensed judicial scrivener (in East Asia), or judicial specialist",,,
社会保険労務士,社会保険労務士[かいしゃほけんろうむし],"licensed social insurance consultant, or labor and social security attorney",,,
官公庁,官公庁[かんこうちょう],government and municipal offices,,,
定款,定款[ていかん],(company) statutes,,,
価値創造,価値創造[かちそうぞう],value creation,,,
出資,出資[しゅっし],investment,,,
取り巻く,取[とりま]り巻く,to surround,,,
持続的な,持続的[じぞくてき]な,Sustainable,,,
価格基準,価格基準[かかくきじゅん],Price standard,,,
グローバル化,グローバル 化[ぐろーばるか],Globalization,,,
推進,推進[すいしん],"propulsion, drive; promotion, furtherance, implementation",,,
掲げる,掲[かか]げる,"to put up (a sign, notice, etc.); to hold up (an ideal, principle, etc.)",,,
実業家,実業家[じつぎょうか],"businessman, entrepreneur",,,
流通,流通[りゅうつう],"circulation  (of money, goods)",,,
利害関係者,利害関係者[りがいかんけいしゃ],stakeholder,,,
使命,使命[しめい],mission,,,
則る,則[のっと]る,"to conform to / to follow (rules, traditions)",,,
吟味する,吟味[ぎんみ（する）]する,Invest/examine carefully,,,
バラつき,ばらつき,"scattered, uneven, varied, dispersed",,,
手待ち,手待[てま]ち,"downtime, waiting time",,,
歩留まり,歩留[ぶど]まり,yield rate,,,
成果,成果[せいか],Achievement,,,
改善策,改善策[かいぜんさく],Improvement plan,,,
着眼点,着眼点[ちゃくがんてん],Focus,,,
原価,原価[げんか],"Cost, Unit cost, Purchase cost",,,
行動変容,行動変容[こうどうへんよう],Behavior change,,,
検証する,検証[けんしょう]する,verification; (to verify),,,
基づく,基[もと]づく,base on,,,
実行,実行[じっこう],"Execution, carrying out, practice, implementation","Suru, t",理論や計画などの,
手順,手順[てじゅん],procedure,,,
強制的,強制的[きょうせいてき],compulsory,,,
ダラリ,だらり,"from ３ム：むだ、むら、むり inefficiency, inconsistency, impossibility",,,
ループ型のモデル,ループ 型[るーぷがたのもでる]のモデル,"based on matching with the english article: iterative, potential definition: feedback loop",,,
エスノグラフィックアプローチ,えそのぐらふぃっくあぷろーち,ethnographic approach,,,
産物,産物[さんぶつ],"a product of s.t., produce, result",,"Can refer to physical produce (e.g. fruit), but also the product of efforts, etc.",
指標,指標[しひょう],"index, indicator",,The baseline for some evaluation/standard,
事例,事例[じれい],"example, precedent, case",,,
且つ,且[か]つ,and,,且つ＝A AND B；及び＝A OR B；と＝どちらの場合も考えられます。（正式な書類には「と」は使われません。 意味があいまいだからです。）,
顧客経験価値,顧客経験価値[こきゃくけいけんかち],customer experience (CX),,,
そもそも,そもそも,"in the first place, to begin with, after all","adv, conj",,
ぽっかり,ぽっかり,lightly<br>gaping wide<br>suddenly; unexpectedly,,,scraped
ごっこ,ごっこ,playing at (something); game of make-believe; something done together,,,scraped
